name,company,address,country,website,additional_info,page_number
PATOUNIS SOAP,"Apostolos S. Patounis Traditional Olive Soap
9 Ioannou Theotoki street
Corfu 49100
Greece",,,www.patounis.gr,"Apostolos S. Patounis Traditional Olive Soap
9 Ioannou Theotoki street
Corfu 49100
Greecewww.patounis.gr",9
PECLAVUS®,"Hellmut Ruck GmbH
Daimlerstraße 23
75305 Neuenbürg
Germany","https://hellmut-ruck.de Naturalness, honesty, responsibility and expertise are guiding principles in our family business. We believe that nature provides everything one needs for skin care. The skin is not only our largest sensory organ, it also has enormous self-healing powers. The aim of the peclavus® development is to support these self-healing powers in a natural way.

Our family business was already founded in 1927 and is now run by father and son in the fourth generation. We are convinced that our way of working together offers a stable and lasting foundation for our employees. Family does not mean maximizing profits at all costs, family means cohesion and passion for effective and natural products. 

We have a regionally focused business model where we try to keep manufacturing geographically close. Very antiallergic and skin-friendly products are ensured by manufacturing processes where we place particular emphasis on environmental impact, modern filling lines and uncompromising standards of hygiene and quality control. A high level of safety due to exclusion of petroleum products or raw materials from dead animals and a largely chemical-free production process guarantees special care products. 

peclavus® - your natural choice for foot and care.",,https://peclavus.de,"Hellmut Ruck GmbH
Daimlerstraße 23
75305 Neuenbürg
Germanyhttps://peclavus.dehttps://hellmut-ruck.deNaturalness, honesty, responsibility and expertise are guiding principles in our family business. We believe that nature provides everything one needs for skin care. The skin is not only our largest sensory organ, it also has enormous self-healing powers. The aim of the peclavus® development is to support these self-healing powers in a natural way.

Our family business was already founded in 1927 and is now run by father and son in the fourth generation. We are convinced that our way of working together offers a stable and lasting foundation for our employees. Family does not mean maximizing profits at all costs, family means cohesion and passion for effective and natural products. 

We have a regionally focused business model where we try to keep manufacturing geographically close. Very antiallergic and skin-friendly products are ensured by manufacturing processes where we place particular emphasis on environmental impact, modern filling lines and uncompromising standards of hygiene and quality control. A high level of safety due to exclusion of petroleum products or raw materials from dead animals and a largely chemical-free production process guarantees special care products. 

peclavus® - your natural choice for foot and care.",9
PINUSVITAL,"Wilms GmbH
Im Glanetal 6
49152 Bad Essen - Barkhausen
Germany",,,https://www.wilms.com,"Wilms GmbH
Im Glanetal 6
49152 Bad Essen - Barkhausen
Germanyhttps://www.wilms.com",9
PRATO BOTANICO,"MATERRA NATURALS LLC
9265 S. Highland Dr. #900651
Sandy, UT 84093
United States","Prato Botanico is a luxury, organic Italian skincare line designed to nourish the skin and relax the mind with ’s purest botanicals. We are focused on delivering highly efficacious ingredients with spa-quality luxury to people who appreciate the hand-crafted, small batch approach  has been known to deliver for hundreds of years. 

We believe every person is as beautiful as the Mother Earth from which she came, and our focus is to help people nourish and love their skin in its most natural, beautiful form. We believe Mother Earth provides all of the ingredients our skin needs to continually renew and thrive. Our skin is capable of gentle, beautiful self-renewal when given pure plant-based and organic ingredients.

Prato puts people and the environment first, combining old-world tradition with cutting-edge technology. Our ingredients are locally grown in Southern  among farmers dedicated to producing certified organic ingredients of the highest quality. Many of our ingredients are hand-picked and extracted with expert precision to preserve the purity and quality of each active ingredient. We are committed to sustainable and responsible business practices and continually seek ways to improve. 

We strive to bring the natural, organic beauty of  to the world.",Italy,www.pratobotanico.com,"MATERRA NATURALS LLC
9265 S. Highland Dr. #900651
Sandy, UT 84093
United Stateswww.pratobotanico.comPrato Botanico is a luxury, organic Italian skincare line designed to nourish the skin and relax the mind with Italy’s purest botanicals. We are focused on delivering highly efficacious ingredients with spa-quality luxury to people who appreciate the hand-crafted, small batch approach Italy has been known to deliver for hundreds of years. 

We believe every person is as beautiful as the Mother Earth from which she came, and our focus is to help people nourish and love their skin in its most natural, beautiful form. We believe Mother Earth provides all of the ingredients our skin needs to continually renew and thrive. Our skin is capable of gentle, beautiful self-renewal when given pure plant-based and organic ingredients.

Prato puts people and the environment first, combining old-world tradition with cutting-edge technology. Our ingredients are locally grown in Southern Italy among farmers dedicated to producing certified organic ingredients of the highest quality. Many of our ingredients are hand-picked and extracted with expert precision to preserve the purity and quality of each active ingredient. We are committed to sustainable and responsible business practices and continually seek ways to improve. 

We strive to bring the natural, organic beauty of Italy to the world.",9
PRIMAVERA,"PRIMAVERA LIFE GmbH
Naturparadies 1
87466 Oy-Mittelberg
Germany","PRIMAVERA offers certified natural skincare and aromatherapy products that hold the purest joys of nature. Rooted in the philosophy that every day is a chance to bring nature closer – to discover balance with the outside world and the world within – PRIMAVERA’s mission is to share the skin and sensory benefits of healing plants. 

Since our humble beginnings over twenty years ago, PRIMAVERA has developed a deep, collective understanding of traditional plant therapy and created fair trade partnerships with a worldwide community of organic farmers. Our products are intended to connect customers with nature every day because we believe that feeling close to nature creates a sense of balance. Just as the Earth regulates seasons, life cycles and ecosystems, nature regulates the rhythms of our own bodies and minds. As our tagline – Pure nature. Perfect balance. – implies, by allowing pure nature to be part of daily life, we are also inviting the opportunity to discover perfect balance.",,https://www.primaveralife.com/,"PRIMAVERA LIFE GmbH
Naturparadies 1
87466 Oy-Mittelberg
Germanyhttps://www.primaveralife.com/PRIMAVERA offers certified natural skincare and aromatherapy products that hold the purest joys of nature. Rooted in the philosophy that every day is a chance to bring nature closer – to discover balance with the outside world and the world within – PRIMAVERA’s mission is to share the skin and sensory benefits of healing plants. 

Since our humble beginnings over twenty years ago, PRIMAVERA has developed a deep, collective understanding of traditional plant therapy and created fair trade partnerships with a worldwide community of organic farmers. Our products are intended to connect customers with nature every day because we believe that feeling close to nature creates a sense of balance. Just as the Earth regulates seasons, life cycles and ecosystems, nature regulates the rhythms of our own bodies and minds. As our tagline – Pure nature. Perfect balance. – implies, by allowing pure nature to be part of daily life, we are also inviting the opportunity to discover perfect balance.",9
PURELAN,"Medela Consumer AG
Althardstrasse 246 
8105 Regensdorf
Switzerland",,,https://www.medela.com,"Medela Consumer AG
Althardstrasse 246 
8105 Regensdorf
Switzerlandhttps://www.medela.com",9
PURE HARMONY,"NORMA lebensmittelfilialbetrieb stiftung & co. kg
Heisterstraße 4
90441 Nürnberg
Germany",,,www.norma-online.de/de/sortiment/pure-harmony~naturkosmetik-t-92111,"NORMA lebensmittelfilialbetrieb stiftung & co. kg
Heisterstraße 4
90441 Nürnberg
Germanywww.norma-online.de/de/sortiment/pure-harmony~naturkosmetik-t-92111",9
PURITY VISION,"Natures Care CZ s.r.o.
Hlavní 15
76804  Střílky
Czechia",www.purityvision.cz www.naturescare.cz,,www.purityvision.com,"Natures Care CZ s.r.o.
Hlavní 15
76804  Střílky
Czechiawww.purityvision.comwww.purityvision.czwww.naturescare.cz",10
QUARNERO,"Quarnero d.o.o.
Poljanska cesta 55 b
51414 Ičići
Croatia","Quarnero cosmetic
Traditional & organic cosmetic 

Gift of the earth, sun and sea...

Unique products are a combination of organic extra virgin sesame oil, Fleur de Sel from the Adriatic Sea and essential oils from traditional and carefully selected micro-locations of organic origin. A hand-made mixture of natural ingredients has been selected with care for the optimal effect of Quarnero products: Body care oils , Bath salt and Wellness and spa products. 

Tradition 
Quarnero's story and products fit perfectly with the tradition of the Kvarner region which dates back to 1885 and Andrija Lindarić's distillery on the island of Cres. The reputation of the oils produced at the time reached even America. The benefits of sage, immortelle, laurel, fennel and lavender from one of the best micro-locations in the world have enjoyed world-wide recognition throughout history. This tradition continues with the enthusiasm and love of the Quarnero's team. According to the alchemists, each disease can be cured by a particular plant. Therefore, Quarnero's philosophy is to help a modern life style to realize the importance of getting back to nature and the use of plants. 

Quarnero's approach gives priority to health, however it does not disregard the aesthetic component. 

All products: 
- Are certified by prestigious NATRUE certificate for organic and natural products 
- Are suitable for Vegans and are registered by Vegan Society 
- Contain cold pressed extra virgin organic oils 
- Contain plants from biodynamic and organic cultivations and wild plants 
- Contain top quality 100% pure and natural essential oils 
- The ingredients are not tested on animals 
- The finished products are not tested on animals 
- No use of genetically modified plants 
- Production processes in accordance with strict ecological standards
- Packaging material is entirely biodegradagle and recyclable 

Love, positive intention and joy have accompanied the creation and the production of our products.",,http://www.quarnero.hr/,"Quarnero d.o.o.
Poljanska cesta 55 b
51414 Ičići
Croatiahttp://www.quarnero.hr/Quarnero cosmetic
Traditional & organic cosmetic 

Gift of the earth, sun and sea...

Unique products are a combination of organic extra virgin sesame oil, Fleur de Sel from the Adriatic Sea and essential oils from traditional and carefully selected micro-locations of organic origin. A hand-made mixture of natural ingredients has been selected with care for the optimal effect of Quarnero products: Body care oils , Bath salt and Wellness and spa products. 

Tradition 
Quarnero's story and products fit perfectly with the tradition of the Kvarner region which dates back to 1885 and Andrija Lindarić's distillery on the island of Cres. The reputation of the oils produced at the time reached even America. The benefits of sage, immortelle, laurel, fennel and lavender from one of the best micro-locations in the world have enjoyed world-wide recognition throughout history. This tradition continues with the enthusiasm and love of the Quarnero's team. According to the alchemists, each disease can be cured by a particular plant. Therefore, Quarnero's philosophy is to help a modern life style to realize the importance of getting back to nature and the use of plants. 

Quarnero's approach gives priority to health, however it does not disregard the aesthetic component. 

All products: 
- Are certified by prestigious NATRUE certificate for organic and natural products 
- Are suitable for Vegans and are registered by Vegan Society 
- Contain cold pressed extra virgin organic oils 
- Contain plants from biodynamic and organic cultivations and wild plants 
- Contain top quality 100% pure and natural essential oils 
- The ingredients are not tested on animals 
- The finished products are not tested on animals 
- No use of genetically modified plants 
- Production processes in accordance with strict ecological standards
- Packaging material is entirely biodegradagle and recyclable 

Love, positive intention and joy have accompanied the creation and the production of our products.",10
QURADEA,"Swiss Bio Colostrum AG
Niederwil 4
6330 Cham
Switzerland",,,https://www.swissbiocolostrum.com,"Swiss Bio Colostrum AG
Niederwil 4
6330 Cham
Switzerlandhttps://www.swissbiocolostrum.com",10
RAW NATURKOSMETIK,"Twiins Naturkosmetik & Lifestyle GmbH 
In der Vorderen Wanne 15
74722 Buchen / Odenwald
Germany",,,www.raw-naturkosmetik.de,"Twiins Naturkosmetik & Lifestyle GmbH 
In der Vorderen Wanne 15
74722 Buchen / Odenwald
Germanywww.raw-naturkosmetik.de",10
RED SEAL,"Endeavour Consumer Health Limited
14-18 Lovell Court
Rosedale, Auckland 0632
New Zealand",https://www.redseal.global/nz/,,http://endeavourconsumer.com.au,"Endeavour Consumer Health Limited
14-18 Lovell Court
Rosedale, Auckland 0632
New Zealandhttp://endeavourconsumer.com.auhttps://www.redseal.global/nz/",10
REITERS ORGANIC COSMETICS,"REITERS RESERVE
AM GOLFPLATZ 1
7431 Bad Tatzmannsdorf
Austria",,,www.reiters-reserve.at,"REITERS RESERVE
AM GOLFPLATZ 1
7431 Bad Tatzmannsdorf
Austriawww.reiters-reserve.at",10
RIMITA,"Rimita Green Oy
Itärannantie 40
68660 Pietarsaari
Finland",,,www.rimitagreen.com,"Rimita Green Oy
Itärannantie 40
68660 Pietarsaari
Finlandwww.rimitagreen.com",10
ROBERT & JOSIANE,"Robert & Josiane
Weinbergstrasse 110
8408 Winterthur
Switzerland",,,www.robertundjosiane.ch,"Robert & Josiane
Weinbergstrasse 110
8408 Winterthur
Switzerlandwww.robertundjosiane.ch",10
RUCK®,"Hellmut Ruck GmbH
Daimlerstraße 23
75305 Neuenbürg
Germany",,,https://hellmut-ruck.de,"Hellmut Ruck GmbH
Daimlerstraße 23
75305 Neuenbürg
Germanyhttps://hellmut-ruck.de",10
SALZQUELL®,"Kur- und Bäder GmbH Bad Dürrheim
Luisenstr. 4,
78073 Bad Dürrheim
Germany","www.badduerrheim.de Third Party Manufacturer:
von Häring Naturkosmetik GmbH
Lembergstraße 31/1
78559 Gosheim www.vonhaering.de",Germany,www.salzquell-kosmetik.de,"Kur- und Bäder GmbH Bad Dürrheim
Luisenstr. 4,
78073 Bad Dürrheim
Germanywww.salzquell-kosmetik.dewww.badduerrheim.deThird Party Manufacturer:
von Häring Naturkosmetik GmbH
Lembergstraße 31/1
78559 Gosheim
Germanywww.vonhaering.de",10
SANAYA,"Perfosan AG
Christoph Merian-Ring 11
CH-4153 Reinach
Switzerland",https://www.perfosan.com/marken/sanaya/,,https://www.sanaya-care.com,"Perfosan AG
Christoph Merian-Ring 11
CH-4153 Reinach
Switzerlandhttps://www.sanaya-care.comhttps://www.perfosan.com/marken/sanaya/",10
SANDICCA,"SANDICCA GmbH
Sommersgut 55
8254 Wenigzell
Austria",,,www.sandicca.com,"SANDICCA GmbH
Sommersgut 55
8254 Wenigzell
Austriawww.sandicca.com",10
SANTAVERDE,"Santaverde GmbH
Borsteler Bogen 27B
22453 Hamburg
Germany","The secret of Santaverde

Pure aloe vera juice uniquely rich in active ingredients from our own certified organic cultivation in Andalusia. We use the pure juice, instead of the usual main ingredient water, complemented by precious plant oils and extracts, to create a unique effect for the health and beauty of your skin.",,https://www.santaverde.de/,"Santaverde GmbH
Borsteler Bogen 27B
22453 Hamburg
Germanyhttps://www.santaverde.de/The secret of Santaverde

Pure aloe vera juice uniquely rich in active ingredients from our own certified organic cultivation in Andalusia. We use the pure juice, instead of the usual main ingredient water, complemented by precious plant oils and extracts, to create a unique effect for the health and beauty of your skin.",10
SANTE,"LOGOCOS Natural Care Company AG
zur Kräuterwiese 6
31020 Salzhemmendorf
Germany","LOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.

Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

100% natural cosmetics from SANTE

For over 30 years we have stood for predominantly vegan, sustainable quality products with selected organic raw materials. We are of the opinion that natural products give our beauty everything it needs and that we can fully rely on the power of nature. We stand for effectiveness and highest organic quality in daily care. Because just as we like our cosmetics, we also love our planet - totally natural.
Always in focus, our guiding principle ""Care for you and the world"". Accordingly, we produce with respect for people, animals and nature. Our quality products meet the highest standards and are 100% certified. 100% organic, 0% panic. Natural cosmetics from . For a better world. https://www.sante.de",Germany,https://www.logocos.de,"LOGOCOS Natural Care Company AG
zur Kräuterwiese 6
31020 Salzhemmendorf
Germanyhttps://www.logocos.deLOGOCOS Naturkosmetik AG has been making natural care a pleasure for the whole family since 1978. The nature-loving company is based on the ""Kräuterwiese"" in Salzhemmendorf near Hanover. The continuous development of all products according to ecological principles is always in the foreground.

Fair working conditions are part of LOGOCOS Naturkosmetik AG's self-image and are therefore also part of the SANTE, LOGONA and Heliotrop brands.

100% natural cosmetics from SANTE

For over 30 years we have stood for predominantly vegan, sustainable quality products with selected organic raw materials. We are of the opinion that natural products give our beauty everything it needs and that we can fully rely on the power of nature. We stand for effectiveness and highest organic quality in daily care. Because just as we like our cosmetics, we also love our planet - totally natural.
Always in focus, our guiding principle ""Care for you and the world"". Accordingly, we produce with respect for people, animals and nature. Our quality products meet the highest standards and are 100% certified. 100% organic, 0% panic. Natural cosmetics from Germany. For a better world.https://www.sante.de",10
SCHWARZKÜMMEL-ÖL NATURKOSMETIK,"Anton Hübner GmbH & Co KG
Schloßstraße 11-17
79238 Ehrenkirchen
Germany",,,www.huebner-vital.com,"Anton Hübner GmbH & Co KG
Schloßstraße 11-17
79238 Ehrenkirchen
Germanywww.huebner-vital.com",10
SELMARINA,"Selmarina Reinste Naturprodukte
Schiedermayrstrasse 3a
4560 Kirchdorf  an der Krems
Austria",,,www.selmarina.at,"Selmarina Reinste Naturprodukte
Schiedermayrstrasse 3a
4560 Kirchdorf  an der Krems
Austriawww.selmarina.at",10
SILICEA NATURKOSMETIK,"Anton Hübner GmbH&CoKG 
Schloßstraße 11-17
79238 Ehrenkirchen
Germany",,,www.huebner-vital.com,"Anton Hübner GmbH&CoKG 
Schloßstraße 11-17
79238 Ehrenkirchen
Germanywww.huebner-vital.com",10
SOEDER,"Soeder AG
Bahnstrasse 23
8603 Schwerzenbach
Switzerland",,,https://www.soeder.ch,"Soeder AG
Bahnstrasse 23
8603 Schwerzenbach
Switzerlandhttps://www.soeder.ch",10
SOLE TOSCANA,"Sole Toscana LLC
106 KILDRUMMY LANE
AUSTIN, TX 78738
UNITED STATES OF AMERICA",,,www.soletoscana.com,"Sole Toscana LLC
106 KILDRUMMY LANE
AUSTIN, TX 78738
UNITED STATES OF AMERICAwww.soletoscana.com",10
SO NATÜRLICH,"Soeder AG
Bahnstrasse 23
8603 Schwerzenbach
Switzerland",,,https://www.sonaturlich.com,"Soeder AG
Bahnstrasse 23
8603 Schwerzenbach
Switzerlandhttps://www.sonaturlich.com",10
SOLIMARA,"Solimara NZ Ltd
PO Box 84093 Westgate
0657 Auckland
New Zealand",,,www.solimara.net,"Solimara NZ Ltd
PO Box 84093 Westgate
0657 Auckland
New Zealandwww.solimara.net",11
SOLLING NATURKOSMETIK,"Ölmühle Solling GmbH
Höxtersche Straße 3
37691 BOFFZEN
Germany","https://www.solling-naturkosmetik.de Since 1996, we produce organic seeds and nuts into valuable oils. We attach great importance to the best quality and refrain from chemical and synthetic ingredients.",,https://www.oelmuehle-solling.de,"Ölmühle Solling GmbH
Höxtersche Straße 3
37691 BOFFZEN
Germanyhttps://www.oelmuehle-solling.dehttps://www.solling-naturkosmetik.deSince 1996, we produce organic seeds and nuts into valuable oils. We attach great importance to the best quality and refrain from chemical and synthetic ingredients.",11
SPAGYROS,"Spagyros AG
Tannackerstrasse 7
3073 Gümligen
Switzerland",,,https://www.spagyros.ch,"Spagyros AG
Tannackerstrasse 7
3073 Gümligen
Switzerlandhttps://www.spagyros.ch",11
SPORTSTICK BIO SUNSCREEN,"Fabiola De Amorim GbR
Hindenburgstraße 35 
72631 Aichtal
Germany",,,https://www.sportstick.eu,"Fabiola De Amorim GbR
Hindenburgstraße 35 
72631 Aichtal
Germanyhttps://www.sportstick.eu",11
STUDIO BOTANIC,"Studio Botanic GmbH
Dürener Straße 89 Passage
50930 Köln
Germany","STUDIO BOTANIC is one of a new generation of modern natural cosmetic manufacturers. Our formulations are purely plant-based but still highly effective, our design is modern and timeless at the same time, our production is environmentally friendly yet efficient, and our products are easily to understand and quickly accessible. This is why “less is more” is our high claim. Our products are naturally effective, our design is timelessly modern and the production is simply fair.  Further more all our products are vegan and cruelty free.",,www.studiobotanic.de,"Studio Botanic GmbH
Dürener Straße 89 Passage
50930 Köln
Germanywww.studiobotanic.deSTUDIO BOTANIC is one of a new generation of modern natural cosmetic manufacturers. Our formulations are purely plant-based but still highly effective, our design is modern and timeless at the same time, our production is environmentally friendly yet efficient, and our products are easily to understand and quickly accessible. This is why “less is more” is our high claim. Our products are naturally effective, our design is timelessly modern and the production is simply fair.  Further more all our products are vegan and cruelty free.",11
TAOASIS,"Taoasis GmbH
Am Duftgarten 1
32791 Lage
Germany","We supply scents, perfumes and emotions in certified Demeter and organic quality.",,www.taoasis.com,"Taoasis GmbH
Am Duftgarten 1
32791 Lage
Germanywww.taoasis.comWe supply scents, perfumes and emotions in certified Demeter and organic quality.",11
TASH SISTERHOOD,"Håkan Wahlsten, CEO
hakan.wahlsten@tashsisterhood.com
+46 762651078

Tash. sisterhood AB 
Sandbjersg. 17 
234 38 LOMMA
SWEDEN
tashsisterhood.com
#tashsisterhood

Tash Sisterhood and Raw Plants Skincare were born out of a holistic mindset based on our three core values; female empowerment, sustainability and an inside out, outside-in approach to health and safe beauty. The products are our amazing skincare heroines. But most of all, Tash. sisterhood is about what we can achieve together, as women. Female empowerment for us is not just a buzzword. It's the basis for a sound and sustainable world. We're convinced that these efforts are reflected in our products, and eventually, in the beautiful skin of the sisterhood.",,,,"Håkan Wahlsten, CEO
hakan.wahlsten@tashsisterhood.com
+46 762651078

Tash. sisterhood AB 
Sandbjersg. 17 
234 38 LOMMA
SWEDEN
tashsisterhood.com
#tashsisterhood

Tash Sisterhood and Raw Plants Skincare were born out of a holistic mindset based on our three core values; female empowerment, sustainability and an inside out, outside-in approach to health and safe beauty. The products are our amazing skincare heroines. But most of all, Tash. sisterhood is about what we can achieve together, as women. Female empowerment for us is not just a buzzword. It's the basis for a sound and sustainable world. We're convinced that these efforts are reflected in our products, and eventually, in the beautiful skin of the sisterhood.",11
TERPENIC,"Terpenic Lab S.R.
Carrer Pompeu Fabra 23
Polígon Ca n’Illa 
08530 - La Garriga 
Barcelona",,,www.terpenic.com,"Terpenic Lab S.R.
Carrer Pompeu Fabra 23
Polígon Ca n’Illa 
08530 - La Garriga 
Barcelonawww.terpenic.com",11
TERRA NATURA,"Jatex Natur & Technik GmbH
Gutenbergstrasse 1
85737 Ismaning
Germany","At Terra Natura, we've been pioneers in natural oral hygiene since 1997. Our motivation is pure, organic dental care. biodent embodies this vision: it protects and cares for you with the power of nature.",,https://www.biodent.de,"Jatex Natur & Technik GmbH
Gutenbergstrasse 1
85737 Ismaning
Germanyhttps://www.biodent.deAt Terra Natura, we've been pioneers in natural oral hygiene since 1997. Our motivation is pure, organic dental care. biodent embodies this vision: it protects and cares for you with the power of nature.",11
TERRA NATURI NATURKOSMETIK,"Müller Handels GmbH & Co. KG
Albstraße 92
89081 Ulm-Jungingen
Germany","Third party manufacturers:

Abtswinder Naturheilmittel GmbH & Co. KG
Gewürzstraße 1
97355 Abstwind https://www.abtswinder.de Albaad Deutschland GmbH
Am Langenhorster Bahnhof 23 
48601 Ochtrup www.albaad.com bci Bio Cosmetics International 
/ LOGOCOS Naturkosmetik GMBH & CO. KG
Zur Kräuterwiese 2
31020 Salzhemmendorf https://bci-bio-cosmetics.com Cura Beauty GmbH
Dr.-Franz-Werner-Straße 19
6020 Innsbruck www.curacosmetic.com Dreiturm GmbH
Dr.-Rudolf-Hedler-Straße 1
36396 Steinau an der Straße https://dreiturm.de Duesberg medical GmbH
Thüringer Straße 20
46286 Dorsten-Wulfen www.duesberg-medical.de emea Handelsgesellschaft mbH
Wallnerstrasse 3/22
1010 Vienna www.emea-cosmetics.com Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd https://www.emil-kiessling.de/de/kiessling-cosmetics-in-motion/home Emlyn GmbH & Co. KG / Laverana GmbH & Co. KG
Am Weingarten 4
30974 WENNIGSEN www.emlyn.de Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 Aachen https://www.femia.de Interco Cosmetics GmbH
Biebricher Allee 36
65187 Wiesbaden https://www.interco.de Lipomaidsan Hirschberg Cosmetic-Productions GmbH 
Trifthofstraße 57
82362 Weilheim - Oberbayern http://www.lipomaidsan.de Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler

maxim-markenprodukte.de

Pharma aktiva GmbH
Eisenbahnstrasse 49 
66424 Homburg https://www.pharma-aktiva.de Premium Cosmetics GmbH 
Schillerstrasse 23-25
73054 Eislingen https://premium-cosmetics.com Szaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau www.szaidel-cosmetics.de The Powder Company AG
Mythenstraße 37
8840 Einsiederln http://www.thepowdercompany.com Velvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems www.velvety.eu/de/b2b",Austria,https://www.mueller.de/naturshop/marken/terra-naturi,"Müller Handels GmbH & Co. KG
Albstraße 92
89081 Ulm-Jungingen
Germanyhttps://www.mueller.de/naturshop/marken/terra-naturiThird party manufacturers:

Abtswinder Naturheilmittel GmbH & Co. KG
Gewürzstraße 1
97355 Abstwind
Germanyhttps://www.abtswinder.deAlbaad Deutschland GmbH
Am Langenhorster Bahnhof 23 
48601 Ochtrup
Germanywww.albaad.combci Bio Cosmetics International 
/ LOGOCOS Naturkosmetik GMBH & CO. KG
Zur Kräuterwiese 2
31020 Salzhemmendorf
Germanyhttps://bci-bio-cosmetics.comCura Beauty GmbH
Dr.-Franz-Werner-Straße 19
6020 Innsbruck
Austriawww.curacosmetic.comDreiturm GmbH
Dr.-Rudolf-Hedler-Straße 1
36396 Steinau an der Straße
Germanyhttps://dreiturm.deDuesberg medical GmbH
Thüringer Straße 20
46286 Dorsten-Wulfen
Germanywww.duesberg-medical.deemea Handelsgesellschaft mbH
Wallnerstrasse 3/22
1010 Vienna
Austriawww.emea-cosmetics.comEmil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd
Germanyhttps://www.emil-kiessling.de/de/kiessling-cosmetics-in-motion/homeEmlyn GmbH & Co. KG / Laverana GmbH & Co. KG
Am Weingarten 4
30974 WENNIGSEN 
Germanywww.emlyn.deFemia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 Aachen
Germanyhttps://www.femia.deInterco Cosmetics GmbH
Biebricher Allee 36
65187 Wiesbaden
Germanyhttps://www.interco.deLipomaidsan Hirschberg Cosmetic-Productions GmbH 
Trifthofstraße 57
82362 Weilheim - Oberbayern
Germanyhttp://www.lipomaidsan.deMaxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler
Germany
maxim-markenprodukte.de

Pharma aktiva GmbH
Eisenbahnstrasse 49 
66424 Homburg 
Germanyhttps://www.pharma-aktiva.dePremium Cosmetics GmbH 
Schillerstrasse 23-25
73054 Eislingen
Germanyhttps://premium-cosmetics.comSzaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau
Germanywww.szaidel-cosmetics.deThe Powder Company AG
Mythenstraße 37
8840 Einsiederln
Switzerlandhttp://www.thepowdercompany.comVelvety Manufaktur GmbH
12, Lothringenstraße
4501 Neuhofen an der Krems
Austriawww.velvety.eu/de/b2b",11
THAT’S ME ORGANIC BIO,"Thats me organic®
Asselsteinstr.5
76857 Waldrohrbach
Germany",,,https://thatsme.organic,"Thats me organic®
Asselsteinstr.5
76857 Waldrohrbach
Germanyhttps://thatsme.organic",11
THE BAUMERY,"the baumery GmbH
c/o JNC Treuhand AG  
Bahnhofstrasse 2 
9100 Herisau
Switzerland",,,https://thebaumery.com/,"the baumery GmbH
c/o JNC Treuhand AG  
Bahnhofstrasse 2 
9100 Herisau
Switzerlandhttps://thebaumery.com/",11
TRIGENERA,"Inalme S.r.l.
Via Cosmo Mollica Alagona 9/11,
Zona Ind.le Catania
95121 Catania (CT) 
Italy",www.inalme.srl,,www.altanatura.com,"Inalme S.r.l.
Via Cosmo Mollica Alagona 9/11,
Zona Ind.le Catania
95121 Catania (CT) 
Italywww.altanatura.comwww.inalme.srl",11
TRILOGY NATURAL PRODUCTS LTD,"Trilogy Natural Products Ltd
PO Box 105072
1143 Auckland
New Zealand",,,www.trilogyproducts.com,"Trilogy Natural Products Ltd
PO Box 105072
1143 Auckland
New Zealandwww.trilogyproducts.com",11
ULTRASUN MINERAL,"Ultrasun AG
Grubenstrasse 18
8045 Zürich
Switzerland",,,www.ultrasun.com,"Ultrasun AG
Grubenstrasse 18
8045 Zürich
Switzerlandwww.ultrasun.com",11
VAIR- BORGO EGNAZIA,"Egnathia Iniziative Turistiche Spa
Strada Comunale Egnazia
72015 Savelletri di Fasano (BR)
Italy",https://bottegaegnazia.com/collections/vair-spa,,https://www.borgoegnazia.com,"Egnathia Iniziative Turistiche Spa
Strada Comunale Egnazia
72015 Savelletri di Fasano (BR)
Italyhttps://www.borgoegnazia.comhttps://bottegaegnazia.com/collections/vair-spa",11
VEDIC AROMA,"Maharishi Vedic Organics Europe Sagl
Via Gaggiolo 27
CH 6855 Stabio
Switzerland",,,https://vedicaroma.net,"Maharishi Vedic Organics Europe Sagl
Via Gaggiolo 27
CH 6855 Stabio
Switzerlandhttps://vedicaroma.net",11
VELAN,"EB Medical GmbH
Simmerestr. 7A
50935 Köln
Germany",,,www.velanskincare.com,"EB Medical GmbH
Simmerestr. 7A
50935 Köln
Germanywww.velanskincare.com",11
